left_out,model,k,studies_used,beta_pooled,ci_lo,ci_hi,p_val,I2
GDC_TCGA,Fixed Effect,2,GDC_CPTAC_HCMI + GLASS_WXS,0.2010644822522845,0.07081897462500844,0.3313099898795605,0.0024808782164160606,77.31893401202835
GDC_TCGA,Random Effect,2,GDC_CPTAC_HCMI + GLASS_WXS,0.28990623220082745,-0.06066717848472786,0.6404796428863828,0.10506274769937651,77.31893401202834
GDC_CPTAC_HCMI,Fixed Effect,2,GDC_TCGA + GLASS_WXS,0.4083856487275678,0.2486190989754671,0.5681521984796685,5.44464144057848e-7,0
GDC_CPTAC_HCMI,Random Effect,2,GDC_TCGA + GLASS_WXS,0.4083856487275678,0.2486190989754671,0.5681521984796685,5.44464144057848e-7,0
GLASS_WXS,Fixed Effect,2,GDC_TCGA + GDC_CPTAC_HCMI,0.2241898686296488,0.10996887894094762,0.33841085831834994,1.1959039309380512e-4,74.69574912423569
GLASS_WXS,Random Effect,2,GDC_TCGA + GDC_CPTAC_HCMI,0.2472941009510188,0.01277715350508174,0.4818110483969559,0.03875786570671065,74.6957491242357
