model,n_total,n_mut,n_wt,n_idh_mut,beta_TP53_adj,se_TP53_adj,beta_IDH,se_IDH,p_TP53_adj,p_IDH,ci_lo_adj,ci_hi_adj,r_squared
LAG3 ~ tp53_bin + idh_bin (GLASS WXS_noTCGA),79,24,55,4,0.4790712821798521,0.1671760971619698,0.10591228531762838,0.3506715398120537,0.00537938746159892,0.7634564249063128,0.15140613174239131,0.806736432617313,0.1178061090722793
