analysis,subset,gene,n_mut,n_wt,median_mut,median_wt,median_diff,mean_mut,mean_wt,sd_mut,sd_wt,HL_estimate,p_wilcox,p_BH,cliffs_delta,effect_size_label
Grade4_main,All,LAG3,147,295,1.022474346574899,0.734221866220779,0.2882524803541201,1.1733516587995945,0.8626025587373451,0.6937446896507626,0.5267908435517356,0.2613246067548714,7.127335501394375e-7,7.127335501394375e-7,0.2893347169376225,small
Grade4_by_source,TCGA,LAG3,79,166,0.9773165629087104,0.6396001317077274,0.33771643120098294,1.1961249822780216,0.7788952602516834,0.8398000880004615,0.5432981712031627,0.30813862323796803,3.7791939564042214e-5,7.558387912808443e-5,0.32591123989629406,small
Grade4_by_source,CPTAC_HCMI,LAG3,68,129,1.0955508916031529,0.902729639233376,0.19282125236977687,1.1468944153467158,0.9703189273312975,0.47580176465782426,0.48592764617237627,0.18311784169809828,0.007083268990718198,0.007083268990718198,0.23369813041495668,small
Grade4_IDH_WT_sensitivity,IDH_wildtype,LAG3,120,290,0.9802811351411405,0.7258283857280243,0.25445274941311613,1.1220351241089714,0.8579162878125852,0.6709562161243741,0.5269388685451678,0.21710990945010564,6.494684040355297e-5,6.494684040355297e-5,0.250632183908046,small
SubAnalysis,Grade2,LAG3,144,161,1.0995644878914017,0.884636991416761,0.2149274964746407,1.1903960171933858,1.0065615470846085,0.5599230904638802,0.6167500230738443,0.21499514694268587,8.597937874272774e-5,1.719587574854555e-4,0.26052449965493446,small
SubAnalysis,Grade3,LAG3,91,113,1.2727398781174608,1.0832474137479364,0.18949246436952438,1.4093266226702028,1.244818050348929,0.6363146351345104,0.8446562832170414,0.20854158011087753,0.007918715326994554,0.007918715326994554,0.21657103957988913,small
