pair_id,StromalScore,ImmuneScore,ESTIMATEScore,TumorPurity
X1,-0.3881124860073,30.3273711411472,29.9392586551399,0.8200019290639524
X2,-7.52825500287668,37.2063377826298,29.6780827797531,0.8200238713927308
X3,6.49408685117061,23.7201440165408,30.2142308677114,0.8199788263526564
X4,13.1802048380285,17.0523640783823,30.2325689164108,0.8199772855725663
X5,-5.40047136231737,35.1665257263404,29.766054364023,0.820016480716752
X6,-2.638309031037,32.5771735569826,29.9388645259456,0.8200019621770778
X7,1.71248605331271,28.3064617894547,30.0189478427674,0.8199952338474581
X8,14.1923978483422,15.9642053015019,30.1566031498441,0.8199836682490104
X9,4.89501553628059,25.3146314994626,30.2096470357432,0.8199792114895991
X10,-9.18303686970438,38.7798220661906,29.5967851964862,0.8200307012504154
X11,-7.90331384251741,37.5820187748335,29.678704932316,0.8200238191248785
X12,-6.65820900674787,36.4244753380591,29.7662663313112,0.8200164629087737
X13,9.48367216596243,20.8036301867756,30.2873023527381,0.8199726867824644
X14,-2.66987262057266,32.6125101021942,29.9426374816215,0.8200016451886369
X15,7.44978694318132,22.7339762277855,30.1837631709669,0.8199813862640412
X16,11.5847893152314,18.7098807101058,30.2946700253372,0.819972067734889
X17,-2.51488991490701,32.3917350342288,29.8768451193218,0.8200071727601567
X18,-6.50390446047306,36.2382019108629,29.7342974503898,0.8200191486969655
X19,-8.8364108440793,38.4744313593824,29.6380205153031,0.8200272370616746
X20,-1.31617189381075,31.2669987653424,29.9508268715317,0.82000095714843
X21,9.53899129393081,20.7141166711356,30.2531079650664,0.8199755598553372
X22,-20.0008618868237,48.8110554240329,28.8101935372092,0.8200967772461147
X23,2.93548006029892,27.0833302807922,30.0188103410911,0.8199952453999813
X24,0.0409399664248863,29.9576265901457,29.9985665565706,0.8199969462249906
X25,9.83865144581291,20.2750513626008,30.1137028084137,0.8199872727091368
X26,-11.6638922844844,41.1652952280957,29.5014029436113,0.8200387142205795
X27,4.06078630863816,26.0299174041579,30.0907037127961,0.8199892050655223
X28,-18.59074768994,47.5879768808814,28.9972291909414,0.8200810666959194
X29,17.4674076858842,12.6633732868008,30.130780972685,0.8199858378162439
X30,-9.96535831875361,39.5540206072447,29.5886622884911,0.8200313836542665
X31,-6.69324656502798,36.4309652319646,29.7377186669366,0.8200188612725966
X32,0.736336282733427,29.3420566645174,30.0783929472508,0.8199902393974146
X33,8.88774100136294,21.3862183402011,30.2739593415641,0.8199738078882978
X34,-1.50857093918935,31.4399390856322,29.9313681464429,0.820002591991748
X35,0.457870298698802,29.4954855567618,29.9533558554607,0.8200007446729457
X36,-2.92721594803664,32.8672684903221,29.9400525422854,0.8200018623647881
X37,-1.64927621761439,31.6429788322247,29.9937026146103,0.819997354878436
X38,0.681051129874974,29.3406586635079,30.0217097933829,0.8199950017956806
X39,-1.53662199260611,31.5251888228032,29.9885668301971,0.8199977863707945
X40,-18.06073997076,47.0743040346177,29.0135640638577,0.8200796945760835
X41,-14.1749283465877,43.5329566399002,29.3580282933126,0.8200507586828834
X42,3.66487442332837,26.5028812587652,30.1677556820935,0.8199827312148301
X43,-12.3890753467595,41.8798289615118,29.4907536147523,0.8200396088503491
X44,-9.66826083002849,39.1819522135295,29.513691383501,0.8200376818897339
X45,10.1924341746818,20.0766228761759,30.2690570508577,0.819974219787538
X46,-10.3231969085039,39.8770530748469,29.553856166343,0.8200343076963194
X47,-25.7967482122851,54.1382274620204,28.3414792497352,0.8201361454161704
X48,-3.24531305971968,33.1793422476536,29.9340291879339,0.820002368422208
X49,-5.63751401377924,35.4502265195081,29.8127125057289,0.8200125608136167
X50,1.31248482440847,28.792989157403,30.1054739818114,0.8199879640863366
X51,-15.1191721806402,44.3579143297971,29.238742149157,0.8200607792672502
X52,-6.87529861864267,36.5826099434931,29.7073113248504,0.8200214158569628
X53,2.14197679196681,27.859463911229,30.0014407031958,0.8199967047478337
X54,-10.4377652444782,40.0180460271151,29.580280782637,0.8200320877816492
X55,-2.30790665738445,32.2704340518064,29.962527394422,0.8199999741146367
X56,-2.22036094170929,32.2137365271514,29.9933755854421,0.8199973823544059
X57,10.1986755457798,20.0293560840871,30.2280316298669,0.8199776668002001
X58,0.651797752523182,29.4282489079292,30.0800466604524,0.8199901004550895
X59,-19.9315882109091,48.8422191290825,28.9106309181734,0.8200883408217711
X60,3.76833653358403,26.3767716426519,30.1451081762359,0.8199846340527652
X61,5.72627627683286,24.480917311398,30.2071935882308,0.819979417629916
X62,-5.97058548460247,35.7456648030865,29.775079318484,0.8200157225038015
X63,-8.22684951912762,37.9300699110737,29.703220391946,0.8200217595435401
X64,0.756724988693747,29.3123547514345,30.0690797401282,0.8199910218772051
X65,-16.0032696717848,45.1434022902194,29.1401326184346,0.8200690627312247
X66,8.90513661629555,21.3628387571716,30.2679753734672,0.8199743106719514
X67,-12.4127557651393,41.8496373569044,29.4368815917651,0.8200441345053575
X68,11.6554494941876,18.6170624080291,30.2725119022167,0.8199739295047868
X69,-1.04313660085065,31.049846740941,30.0067101400904,0.8199962620252117
X70,-6.59306220560927,36.3527306952353,29.759668489626,0.8200170172119602
X71,-5.9375652720096,35.7375870573181,29.8000217853085,0.8200136270063675
X72,-33.9616921342934,61.4974301214441,27.5357379871507,0.8202038120248358
X73,-6.07869353949376,35.6659289411969,29.5872354017032,0.8200315035266154
X74,-18.3501260531071,47.4279636760145,29.0778376229074,0.8200742955886865
X75,-1.20166456593786,31.196982203775,29.9953176378371,0.8199972191891975
X76,3.99130257817389,26.0793519131885,30.0706544913624,0.8199908895693978
X77,13.6127658464262,16.6355876410943,30.2483534875205,0.8199759593333058
X78,16.1879469999793,14.1096150009562,30.2975620009355,0.8199718247446652
X79,-22.6590646153939,51.4317855073183,28.7727208919243,0.8200999247848894
X80,-5.51016445201549,35.3230046582025,29.812840206187,0.8200125500850306
X81,-9.8173809568328,39.4031552198558,29.585774263023,0.8200316262764187
X82,3.18016633940463,26.9653372543719,30.1455035937765,0.8199846008299573
X83,0.228967468935845,29.7944139905583,30.0233814594941,0.8199948613466548
X84,-16.6734607701297,45.7724693683606,29.0990085982309,0.8200725172079982
X85,1.72023566808052,28.3865680103292,30.1068036784097,0.8199878523667332
X86,7.88762061821627,22.2674972715414,30.1551178897576,0.8199837930401866
X87,0.906958315029272,29.1221668502505,30.0291251652797,0.819994378775102
X88,-16.3970516425664,45.5911884669381,29.1941368243717,0.8200645262549586
X89,-3.72234818688301,33.591806981154,29.869458794271,0.8200077933204222
X90,5.64228576597476,24.594750237787,30.2370360037617,0.8199769102427881
X91,-6.38927040674066,36.2573744787228,29.8681040719822,0.8200079071369744
X92,6.88591675341916,23.3200648762008,30.2059816296199,0.8199795194594578
X93,8.84562774518543,21.2848991948205,30.1305269400059,0.8199858591598922
