model,beta_raw,beta_ComBat,delta_beta_pct
M0 (TP53+source+IDH),0.261693402200319,0.243378184679817,-6.99873109773027
M1 (+Tcell+APM),0.262405404319028,0.241574225680881,-7.93854787107239
